MPIFFT_Gflops	MPIFFT_N	MPIFFT_maxErr	MPIFFT_Procs	MPIFFT_time4	MPIFFT_time5	MPIFFT_time6	MPIFFT_time0	MPIFFT_time1	MPIFFT_time2	MPIFFT_time3
17.6488	268435456	2.3666e-15	128	0.19625	0.689148	1.90735e-06	1.90735e-06	0.617862	0.0679591	0.522566
17.864	268435456	2.3666e-15	128	0.271121	0.603833	1.90735e-06	2.86102e-06	0.599756	0.117302	0.467439
18.6246	268435456	2.3666e-15	128	0.153637	0.64274	2.14577e-06	0	0.629759	0.055557	0.518657
17.9039	268435456	2.3666e-15	128	0.233838	0.638233	0	2.14577e-06	0.604251	0.13146	0.443856
18.4445	268435456	2.3666e-15	128	0.160511	0.669755	3.09944e-06	9.53674e-07	0.614363	0.105045	0.470196
18.301	268435456	2.3666e-15	128	0.172746	0.684861	5.00679e-06	3.09944e-06	0.599541	0.114496	0.462614
18.5278	268435456	2.3666e-15	128	0.167371	0.661487	4.05312e-06	3.09944e-06	0.605313	0.107725	0.468911
18.2729	268435456	2.3666e-15	128	0.176584	0.642298	2.86102e-06	3.09944e-06	0.619524	0.0624869	0.516754
18.4246	268435456	2.3666e-15	128	0.219508	0.600178	2.14577e-06	9.53674e-07	0.611252	0.135681	0.43994
18.5803	268435456	2.3666e-15	128	0.14435	0.68147	2.14577e-06	9.53674e-07	0.611699	0.109628	0.460999
18.4074	268435456	2.3666e-15	128	0.168976	0.65711	1.90735e-06	0	0.615788	0.113384	0.464394
17.1076	268435456	2.3666e-15	128	0.417634	0.57493	9.53674e-07	4.05312e-06	0.605071	0.146691	0.432215
17.6385	268435456	2.3666e-15	128	0.299948	0.639049	9.53674e-07	0	0.594996	0.137845	0.440943
17.758	268435456	2.3666e-15	128	0.243837	0.654922	9.53674e-07	1.19209e-06	0.620529	0.117851	0.461816
17.7061	268435456	2.3666e-15	128	0.24401	0.641485	5.00679e-06	9.53674e-07	0.600251	0.13401	0.439568
17.7393	268435456	2.3666e-15	128	0.253125	0.632402	4.05312e-06	3.09944e-06	0.596624	0.124951	0.454012
17.6907	268435456	2.3666e-15	128	0.229124	0.675879	5.00679e-06	3.09944e-06	0.58594	0.120819	0.457925
17.7885	268435456	2.3666e-15	128	0.158206	0.719259	9.53674e-07	1.19209e-06	0.635681	0.0535939	0.532225
17.2014	268435456	2.3666e-15	128	0.280571	0.638072	2.14577e-06	9.53674e-07	0.609236	0.138982	0.451089
18.1394	268435456	2.3666e-15	128	0.252037	0.598187	5.96046e-06	5.00679e-06	0.595933	0.11719	0.463842
17.8626	268435456	2.3666e-15	128	0.135244	0.768585	9.53674e-07	9.53674e-07	0.598341	0.066674	0.519447
18.0707	268435456	2.3666e-15	128	0.238609	0.608463	6.91414e-06	3.09944e-06	0.603231	0.117687	0.460374
18.9152	268435456	2.3666e-15	128	0.150474	0.639805	5.00679e-06	3.8147e-06	0.603363	0.108987	0.469014
18.1742	268435456	2.3666e-15	128	0.275888	0.552191	5.00679e-06	2.14577e-06	0.604332	0.131961	0.451975
18.0617	268435456	2.3666e-15	128	0.233215	0.600003	9.53674e-07	0	0.614545	0.096123	0.484896
17.9248	268435456	2.3666e-15	128	0.284131	0.563583	5.96046e-06	9.53674e-07	0.609176	0.135649	0.448221
18.3328	268435456	2.3666e-15	128	0.252399	0.581539	5.00679e-06	3.09944e-06	0.589796	0.112948	0.466432
18.532	268435456	2.3666e-15	128	0.174597	0.633986	5.00679e-06	1.19209e-06	0.608769	0.108351	0.473443
18.2808	268435456	2.3666e-15	128	0.202353	0.621599	3.09944e-06	9.53674e-07	0.618573	0.093133	0.481697
17.7854	268435456	2.3666e-15	128	0.338555	0.53845	8.10623e-06	0	0.611769	0.115088	0.461306
18.1299	268435456	2.3666e-15	128	0.17055	0.702319	1.90735e-06	2.14577e-06	0.603544	0.104188	0.475663
17.94	268435456	2.3666e-15	128	0.252553	0.62347	4.05312e-06	9.53674e-07	0.600651	0.125997	0.449321
18.1672	268435456	2.3666e-15	128	0.238052	0.604338	3.09944e-06	9.53674e-07	0.595611	0.139672	0.439998
17.6928	268435456	2.3666e-15	128	0.352656	0.526277	7.15256e-06	9.53674e-07	0.605934	0.134886	0.440748
18.1563	268435456	2.3666e-15	128	0.1918	0.650689	3.09944e-06	1.19209e-06	0.608893	0.110938	0.463304
17.8453	268435456	2.3666e-15	128	0.188083	0.707374	9.53674e-07	9.53674e-07	0.599421	0.118391	0.471784
18.3564	268435456	2.3666e-15	128	0.174305	0.664842	2.14577e-06	5.96046e-06	0.605384	0.0971889	0.470593
18.5803	268435456	2.3666e-15	128	0.156143	0.670313	2.14577e-06	1.90735e-06	0.600587	0.114344	0.457919
18.2715	268435456	2.3666e-15	128	0.244848	0.578949	1.90735e-06	1.90735e-06	0.598655	0.142425	0.433383
18.7662	268435456	2.3666e-15	128	0.155734	0.639491	4.05312e-06	1.90735e-06	0.601142	0.124098	0.456718
